"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"09.08.2024 12:30 - 09.08.2024 12:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 12:45 - 09.08.2024 13:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 13:00 - 09.08.2024 13:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 13:15 - 09.08.2024 13:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 13:30 - 09.08.2024 13:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 13:45 - 09.08.2024 14:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 14:00 - 09.08.2024 14:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 14:15 - 09.08.2024 14:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 14:30 - 09.08.2024 14:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 14:45 - 09.08.2024 15:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 15:00 - 09.08.2024 15:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 15:15 - 09.08.2024 15:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 15:30 - 09.08.2024 15:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 15:45 - 09.08.2024 16:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 16:00 - 09.08.2024 16:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 16:15 - 09.08.2024 16:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 16:30 - 09.08.2024 16:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 16:45 - 09.08.2024 17:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 17:00 - 09.08.2024 17:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 17:15 - 09.08.2024 17:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 17:30 - 09.08.2024 17:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 17:45 - 09.08.2024 18:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 18:00 - 09.08.2024 18:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 18:15 - 09.08.2024 18:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 18:30 - 09.08.2024 18:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 18:45 - 09.08.2024 19:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 19:00 - 09.08.2024 19:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 19:15 - 09.08.2024 19:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 19:30 - 09.08.2024 19:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 19:45 - 09.08.2024 20:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 20:00 - 09.08.2024 20:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 20:15 - 09.08.2024 20:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 20:30 - 09.08.2024 20:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 20:45 - 09.08.2024 21:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 21:00 - 09.08.2024 21:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 21:15 - 09.08.2024 21:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 21:30 - 09.08.2024 21:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 21:45 - 09.08.2024 22:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 22:00 - 09.08.2024 22:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 22:15 - 09.08.2024 22:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 22:30 - 09.08.2024 22:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 22:45 - 09.08.2024 23:00","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 23:00 - 09.08.2024 23:15","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 23:15 - 09.08.2024 23:30","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 23:30 - 09.08.2024 23:45","-","-","n/e","-","-","n/e","-","-","n/e"
"09.08.2024 23:45 - 10.08.2024 00:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 00:00 - 10.08.2024 00:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 00:15 - 10.08.2024 00:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 00:30 - 10.08.2024 00:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 00:45 - 10.08.2024 01:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 01:00 - 10.08.2024 01:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 01:15 - 10.08.2024 01:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 01:30 - 10.08.2024 01:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 01:45 - 10.08.2024 02:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 02:00 - 10.08.2024 02:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 02:15 - 10.08.2024 02:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 02:30 - 10.08.2024 02:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 02:45 - 10.08.2024 03:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 03:00 - 10.08.2024 03:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 03:15 - 10.08.2024 03:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 03:30 - 10.08.2024 03:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 03:45 - 10.08.2024 04:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 04:00 - 10.08.2024 04:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 04:15 - 10.08.2024 04:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 04:30 - 10.08.2024 04:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 04:45 - 10.08.2024 05:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 05:00 - 10.08.2024 05:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 05:15 - 10.08.2024 05:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 05:30 - 10.08.2024 05:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 05:45 - 10.08.2024 06:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 06:00 - 10.08.2024 06:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 06:15 - 10.08.2024 06:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 06:30 - 10.08.2024 06:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 06:45 - 10.08.2024 07:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 07:00 - 10.08.2024 07:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 07:15 - 10.08.2024 07:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 07:30 - 10.08.2024 07:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 07:45 - 10.08.2024 08:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 08:00 - 10.08.2024 08:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 08:15 - 10.08.2024 08:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 08:30 - 10.08.2024 08:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 08:45 - 10.08.2024 09:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 09:00 - 10.08.2024 09:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 09:15 - 10.08.2024 09:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 09:30 - 10.08.2024 09:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 09:45 - 10.08.2024 10:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 10:00 - 10.08.2024 10:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 10:15 - 10.08.2024 10:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 10:30 - 10.08.2024 10:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 10:45 - 10.08.2024 11:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 11:00 - 10.08.2024 11:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 11:15 - 10.08.2024 11:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 11:30 - 10.08.2024 11:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 11:45 - 10.08.2024 12:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 12:00 - 10.08.2024 12:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 12:15 - 10.08.2024 12:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 12:30 - 10.08.2024 12:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 12:45 - 10.08.2024 13:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 13:00 - 10.08.2024 13:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 13:15 - 10.08.2024 13:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 13:30 - 10.08.2024 13:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 13:45 - 10.08.2024 14:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 14:00 - 10.08.2024 14:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 14:15 - 10.08.2024 14:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 14:30 - 10.08.2024 14:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 14:45 - 10.08.2024 15:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 15:00 - 10.08.2024 15:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 15:15 - 10.08.2024 15:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 15:30 - 10.08.2024 15:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 15:45 - 10.08.2024 16:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 16:00 - 10.08.2024 16:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 16:15 - 10.08.2024 16:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 16:30 - 10.08.2024 16:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 16:45 - 10.08.2024 17:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 17:00 - 10.08.2024 17:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 17:15 - 10.08.2024 17:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 17:30 - 10.08.2024 17:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 17:45 - 10.08.2024 18:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 18:00 - 10.08.2024 18:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 18:15 - 10.08.2024 18:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 18:30 - 10.08.2024 18:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 18:45 - 10.08.2024 19:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 19:00 - 10.08.2024 19:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 19:15 - 10.08.2024 19:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 19:30 - 10.08.2024 19:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 19:45 - 10.08.2024 20:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 20:00 - 10.08.2024 20:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 20:15 - 10.08.2024 20:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 20:30 - 10.08.2024 20:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 20:45 - 10.08.2024 21:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 21:00 - 10.08.2024 21:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 21:15 - 10.08.2024 21:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 21:30 - 10.08.2024 21:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 21:45 - 10.08.2024 22:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 22:00 - 10.08.2024 22:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 22:15 - 10.08.2024 22:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 22:30 - 10.08.2024 22:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 22:45 - 10.08.2024 23:00","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 23:00 - 10.08.2024 23:15","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 23:15 - 10.08.2024 23:30","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 23:30 - 10.08.2024 23:45","-","-","n/e","-","-","n/e","-","-","n/e"
"10.08.2024 23:45 - 11.08.2024 00:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 00:00 - 11.08.2024 00:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 00:15 - 11.08.2024 00:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 00:30 - 11.08.2024 00:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 00:45 - 11.08.2024 01:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 01:00 - 11.08.2024 01:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 01:15 - 11.08.2024 01:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 01:30 - 11.08.2024 01:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 01:45 - 11.08.2024 02:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 02:00 - 11.08.2024 02:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 02:15 - 11.08.2024 02:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 02:30 - 11.08.2024 02:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 02:45 - 11.08.2024 03:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 03:00 - 11.08.2024 03:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 03:15 - 11.08.2024 03:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 03:30 - 11.08.2024 03:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 03:45 - 11.08.2024 04:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 04:00 - 11.08.2024 04:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 04:15 - 11.08.2024 04:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 04:30 - 11.08.2024 04:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 04:45 - 11.08.2024 05:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 05:00 - 11.08.2024 05:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 05:15 - 11.08.2024 05:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 05:30 - 11.08.2024 05:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 05:45 - 11.08.2024 06:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 06:00 - 11.08.2024 06:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 06:15 - 11.08.2024 06:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 06:30 - 11.08.2024 06:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 06:45 - 11.08.2024 07:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 07:00 - 11.08.2024 07:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 07:15 - 11.08.2024 07:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 07:30 - 11.08.2024 07:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 07:45 - 11.08.2024 08:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 08:00 - 11.08.2024 08:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 08:15 - 11.08.2024 08:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 08:30 - 11.08.2024 08:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 08:45 - 11.08.2024 09:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 09:00 - 11.08.2024 09:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 09:15 - 11.08.2024 09:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 09:30 - 11.08.2024 09:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 09:45 - 11.08.2024 10:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 10:00 - 11.08.2024 10:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 10:15 - 11.08.2024 10:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 10:30 - 11.08.2024 10:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 10:45 - 11.08.2024 11:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 11:00 - 11.08.2024 11:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 11:15 - 11.08.2024 11:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 11:30 - 11.08.2024 11:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 11:45 - 11.08.2024 12:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 12:00 - 11.08.2024 12:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 12:15 - 11.08.2024 12:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 12:30 - 11.08.2024 12:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 12:45 - 11.08.2024 13:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 13:00 - 11.08.2024 13:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 13:15 - 11.08.2024 13:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 13:30 - 11.08.2024 13:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 13:45 - 11.08.2024 14:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 14:00 - 11.08.2024 14:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 14:15 - 11.08.2024 14:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 14:30 - 11.08.2024 14:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 14:45 - 11.08.2024 15:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 15:00 - 11.08.2024 15:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 15:15 - 11.08.2024 15:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 15:30 - 11.08.2024 15:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 15:45 - 11.08.2024 16:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 16:00 - 11.08.2024 16:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 16:15 - 11.08.2024 16:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 16:30 - 11.08.2024 16:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 16:45 - 11.08.2024 17:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 17:00 - 11.08.2024 17:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 17:15 - 11.08.2024 17:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 17:30 - 11.08.2024 17:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 17:45 - 11.08.2024 18:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 18:00 - 11.08.2024 18:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 18:15 - 11.08.2024 18:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 18:30 - 11.08.2024 18:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 18:45 - 11.08.2024 19:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 19:00 - 11.08.2024 19:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 19:15 - 11.08.2024 19:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 19:30 - 11.08.2024 19:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 19:45 - 11.08.2024 20:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 20:00 - 11.08.2024 20:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 20:15 - 11.08.2024 20:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 20:30 - 11.08.2024 20:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 20:45 - 11.08.2024 21:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 21:00 - 11.08.2024 21:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 21:15 - 11.08.2024 21:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 21:30 - 11.08.2024 21:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 21:45 - 11.08.2024 22:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 22:00 - 11.08.2024 22:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 22:15 - 11.08.2024 22:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 22:30 - 11.08.2024 22:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 22:45 - 11.08.2024 23:00","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 23:00 - 11.08.2024 23:15","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 23:15 - 11.08.2024 23:30","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 23:30 - 11.08.2024 23:45","-","-","n/e","-","-","n/e","-","-","n/e"
"11.08.2024 23:45 - 12.08.2024 00:00","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 00:00 - 12.08.2024 00:15","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 00:15 - 12.08.2024 00:30","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 00:30 - 12.08.2024 00:45","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 00:45 - 12.08.2024 01:00","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 01:00 - 12.08.2024 01:15","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 01:15 - 12.08.2024 01:30","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 01:30 - 12.08.2024 01:45","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 01:45 - 12.08.2024 02:00","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 02:00 - 12.08.2024 02:15","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 02:15 - 12.08.2024 02:30","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 02:30 - 12.08.2024 02:45","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 02:45 - 12.08.2024 03:00","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 03:00 - 12.08.2024 03:15","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 03:15 - 12.08.2024 03:30","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 03:30 - 12.08.2024 03:45","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 03:45 - 12.08.2024 04:00","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 04:00 - 12.08.2024 04:15","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 04:15 - 12.08.2024 04:30","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 04:30 - 12.08.2024 04:45","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 04:45 - 12.08.2024 05:00","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 05:00 - 12.08.2024 05:15","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 05:15 - 12.08.2024 05:30","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 05:30 - 12.08.2024 05:45","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 05:45 - 12.08.2024 06:00","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 06:00 - 12.08.2024 06:15","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 06:15 - 12.08.2024 06:30","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 06:30 - 12.08.2024 06:45","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 06:45 - 12.08.2024 07:00","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 07:00 - 12.08.2024 07:15","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 07:15 - 12.08.2024 07:30","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 07:30 - 12.08.2024 07:45","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 07:45 - 12.08.2024 08:00","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 08:00 - 12.08.2024 08:15","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 08:15 - 12.08.2024 08:30","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 08:30 - 12.08.2024 08:45","-","-","n/e","-","-","n/e","-","-","n/e"
"12.08.2024 08:45 - 12.08.2024 09:00","-","-","n/e","-","-","n/e","-","-","n/e"
